instructie;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv;catalog;key;variation
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud de regelafbreek (\n). Streef naar ± 151 tekens (UI-ruimte).;Your data has not been deleted. Do not reinstall the app. Try again or contact support.\n\n%@;Je gegevens zijn niet verwijderd. Sluit de app niet opnieuw af en installeer hem niet opnieuw. Probeer het nogmaals of neem contact op met support.\n\n%@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Je gegevens zijn niet verwijderd. Sluit de app niet opnieuw af en installeer hem niet opnieuw. Probeer het nogmaals of neem contact op met support.\n\n%@;
Behoud speciale tekens: ’. Streef naar ± 112 tekens (UI-ruimte).;This one’s off your list. No need to keep everything in your head anymore. From now on, just write it down here.;Deze taak mag van je lijstje. Je hoeft niks meer te onthouden: vanaf nu schrijf je het gewoon hierop.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Je hebt je taken helemaal in de hand.;
Streef naar ± 130 tekens (UI-ruimte).;Nice work! This is where you manage everything that repeats. Your recurring items are scheduled endlessly, based on your settings.;Lekker bezig! Hier regel je alle taken die terugkomen. Ze worden eindeloos doorgepland op basis van jouw instellingen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Je herhalingen regelen voortaan zichzelf.;
Streef naar ± 86 tekens (UI-ruimte).;Your current location could not be determined. Try again or enter a place yourself.;Je huidige locatie kon niet worden bepaald. Probeer opnieuw of vul zelf een plaats in.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Je huidige locatie kon niet worden bepaald. Probeer opnieuw of vul zelf een plaats in.;
Behoud speciale tekens: ’. Streef naar ± 235 tekens (UI-ruimte).;You’ll receive a summary of today’s unfinished tasks. If there are no unfinished tasks, nothing is sent at the scheduled time. The notification may not appear while your phone is in Sleep or another Focus mode.;Je krijgt een overzicht van de openstaande taken van vandaag. Zijn er geen openstaande taken, dan wordt op de geplande tijd niets verstuurd. De melding is mogelijk niet zichtbaar als je telefoon in Slaap of een andere focusmodus staat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Je krijgt een overzicht van de openstaande taken van vandaag. Zijn er geen openstaande taken, dan wordt op de geplande tijd niets verstuurd. De melding is mogelijk niet zichtbaar als je telefoon in slaap- of nachtmodus staat.;
Streef naar ± 140 tekens (UI-ruimte).;Your country was selected automatically based on your region. Turn off the switch to also see holidays and observances from other countries.;Je land is automatisch gekozen op basis van je regio. Zet de schakelaar uit om ook feestdagen en vieringen uit andere landen te zien.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Je land is automatisch gekozen op basis van je regio. Zet de schakelaar uit om ook feestdagen en vieringen uit andere landen te zien.;
Streef naar ± 106 tekens (UI-ruimte).;Your location is only used to retrieve the weather. The selected place is stored on this device.;Je locatie wordt alleen gebruikt om het weer op te halen. De gekozen plaats wordt op dit apparaat bewaard.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Je locatie wordt alleen gebruikt om het weer op te halen. De gekozen plaats wordt op dit apparaat bewaard.;
Behoud speciale tekens: ’. Streef naar ± 98 tekens (UI-ruimte).;That’s it! Enjoy using the app. Share it with friends and family too, it’s 100% free.;Dat was ’m! Veel plezier met de app. Deel hem ook met vrienden en familie, hij is helemaal gratis.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Je weet nu precies hoe Afgerond werkt.;
Streef naar ± 8 tekens (UI-ruimte).;Calendar;Kalender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kalender;
Streef naar ± 16 tekens (UI-ruimte).;Calendar + tasks;Kalender + taken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kalender + taken;
Behoud speciale tekens: …. Streef naar ± 24 tekens (UI-ruimte).;Syncing Calendar…;Kalender synchroniseren…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kalender synchroniseren…;
Streef naar ± 16 tekens (UI-ruimte).;Calendar Today;Kalender vandaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kalender vandaag;
Streef naar ± 15 tekens (UI-ruimte).;Calendar period;Kalenderperiode;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kalenderperiode;
Streef naar ± 16 tekens (UI-ruimte).;Calendar View;Kalenderweergave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kalenderweergave;
Streef naar ± 11 tekens (UI-ruimte).;Choose Date;Kies datum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kies datum;
Streef naar ± 14 tekens (UI-ruimte).;Choose a Date;Kies een datum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kies een datum;
Streef naar ± 68 tekens (UI-ruimte).;Choose how Forget It determines the place for your weather forecast.;Kies hoe Forget It de plaats voor je weersverwachting bepaalt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kies hoe Don’t forget de plaats voor je weersverwachting bepaalt.;
Streef naar ± 21 tekens (UI-ruimte).;Finish Moving;Klaar met verplaatsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Klaar met verplaatsen;
Streef naar ± 5 tekens (UI-ruimte).;Small;Klein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Klein;
Streef naar ± 5 tekens (UI-ruimte).;Color;Kleur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kleur;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 31 tekens (UI-ruimte).;Change color and icon for %@;Kleur en icoon van %@ aanpassen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kleur en icoon van %@ aanpassen;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 13 tekens (UI-ruimte).;Color for %@;Kleur voor %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kleur voor %@;
Streef naar ± 7 tekens (UI-ruimte).;Colors;Kleuren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Kleuren;
Streef naar ± 93 tekens (UI-ruimte).;Securely connect Forget It to your Apple Account. You can disconnect it later.;Koppel Forget It veilig aan je Apple-account. Je kunt deze koppeling later weer uitschakelen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Koppel Don't forget veilig aan je Apple-account. Je kunt deze koppeling later weer uitschakelen.;
Streef naar ± 34 tekens (UI-ruimte).;Show Local Holidays Only;Laat alleen lokale feestdagen zien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Laat alleen lokale feestdagen zien;
Streef naar ± 7 tekens (UI-ruimte).;Last;Laatste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Laatste;
Streef naar ± 32 tekens (UI-ruimte).;Save latest safety copy;Laatste veiligheidskopie bewaren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Laatste veiligheidskopie bewaren;
Streef naar ± 36 tekens (UI-ruimte).;Restore latest safety copy;Laatste veiligheidskopie terugzetten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Laatste veiligheidskopie terugzetten;
Streef naar ± 30 tekens (UI-ruimte).;Undo last change;Laatste wijziging terugdraaien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Laatste wijziging terugdraaien;
Streef naar ± 11 tekens (UI-ruimte).;Long text;Lange tekst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Lange tekst;
Streef naar ± 5 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Later;Later;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Later;
Streef naar ± 37 tekens (UI-ruimte).;You can change this later in Settings;Later aanpasbaar in Instellingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Later aanpasbaar in Instellingen;
Streef naar ± 8 tekens (UI-ruimte).;Age;Leeftijd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Leeftijd;
Streef naar ± 13 tekens (UI-ruimte).;Age/year;Leeftijd/jaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Leeftijd/jaar;
Streef naar ± 21 tekens (UI-ruimte).;Age/year uncertain;Leeftijd/jaar onzeker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Leeftijd/jaar onzeker;
Streef naar ± 25 tekens (UI-ruimte).;Delete empty link field;Leeg linkveld verwijderen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Leeg linkveld verwijderen;
Streef naar ± 10 tekens (UI-ruimte).;Light blue;Lichtblauw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Lichtblauw;
Streef naar ± 23 tekens (UI-ruimte).;Light blue widget color;Lichtblauwe widgetkleur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Lichtblauwe widgetkleur;
Streef naar ± 10 tekens (UI-ruimte).;Light blue;Lichtblauw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Light blue;
Streef naar ± 5 tekens (UI-ruimte).;List;Lijst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Lijst;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 9 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Link %lld;Link %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Link %lld;
Streef naar ± 16 tekens (UI-ruimte).;Delete link;Link verwijderen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Link verwijderen;
Streef naar ± 18 tekens (UI-ruimte).;Edit link name;Linknaam aanpassen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Linknaam aanpassen;
Streef naar ± 5 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Links;Links;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Links;
Behoud speciale tekens: …. Streef naar ± 21 tekens (UI-ruimte).;Determining location…;Locatie bepalen…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Locatie bepalen…;
Streef naar ± 68 tekens (UI-ruimte).;Location access is not allowed. Enter a place below yourself.;Locatietoegang is niet toegestaan. Vul hieronder zelf een plaats in.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Locatietoegang is niet toegestaan. Vul hieronder zelf een plaats in.;
Streef naar ± 20 tekens (UI-ruimte).;Lock Screen widget;Toegangsschermwidget;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Lockscreen-widget;
Streef naar ± 33 tekens (UI-ruimte).;Configure Lock Screen widget;Toegangsschermwidget configureren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Lockscreen-widget configureren;
Streef naar ± 21 tekens (UI-ruimte).;Sign in with Apple ID;Log in met Apple ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Log in met Apple ID;
Behoud speciale tekens: …. Streef naar ± 10 tekens (UI-ruimte).;Listening…;Luistert…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Luistert…;
Streef naar ± 71 tekens (UI-ruimte).;Tap the plus button in your category to create a new recurring item.;Tik binnen je categorie op het plusje om een nieuwe herhaling te maken.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maak binnen je categorie een nieuwe herhaling door op het plusje te tikken.;
Streef naar ± 72 tekens (UI-ruimte).;Create a custom holiday with a fixed date or a weekday of the month.;Maak een eigen feestdag met een vaste datum of een weekdag van de maand.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maak een eigen feestdag met een vaste datum of een weekdag van de maand.;
Behoud speciale tekens: ’. Streef naar ± 75 tekens (UI-ruimte).;Type in a category’s input field to create a task there.;Schrijf iets in het invoerveld van een categorie om daar een taak te maken.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maak een taak in een categorie door in het invoerveld iets te schrijven.;
Streef naar ± 90 tekens (UI-ruimte).;Create your own category. Tap the text in the new block and give the category a name.;Maak je eigen categorie. Tik op de tekst in het nieuwe blok en geef de categorie een naam.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maak zelf een categorie. Tik op de tekst in het nieuwe blok en kies een naam.;
Streef naar ± 5 tekens (UI-ruimte).;Month;Maand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maand;
Streef naar ± 7 tekens (UI-ruimte).;Monday;Maandag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maandag;
Streef naar ± 20 tekens (UI-ruimte).;Monthly on a date;Maandelijks op datum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maandelijks op datum;
Streef naar ± 22 tekens (UI-ruimte).;Monthly on a weekday;Maandelijks op weekdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maandelijks op weekdag;
Streef naar ± 7 tekens (UI-ruimte).;Months;Maanden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Maanden;
Streef naar ± 20 tekens (UI-ruimte).;Mark as completed;Markeer als afgerond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Markeer als afgerond;
Streef naar ± 7 tekens (UI-ruimte).;Message;Melding;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Melding;
Streef naar ± 26 tekens (UI-ruimte).;Notifications Unavailable;Meldingen niet beschikbaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Meldingen niet beschikbaar;
Streef naar ± 6 tekens (UI-ruimte).;With -;Met -;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Met -;
Behoud speciale tekens: …. Streef naar ± 6 tekens (UI-ruimte).;With …;Met …;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Met …;
Streef naar ± 12 tekens (UI-ruimte).;After 1 year;Na 1 jaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Na 1 jaar;
Streef naar ± 13 tekens (UI-ruimte).;After 1 month;Na 1 maand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Na 1 maand;
Streef naar ± 12 tekens (UI-ruimte).;After 1 week;Na 1 week;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Na 1 week;
Streef naar ± 4 tekens (UI-ruimte).;Name;Naam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Naam;
Streef naar ± 16 tekens (UI-ruimte).;Move to Calendar;Naar agenda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Naar agenda;
Streef naar ± 23 tekens (UI-ruimte).;Move to calendar;Naar agenda verplaatsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Naar agenda verplaatsen;
Behoud speciale tekens: …. Streef naar ± 17 tekens (UI-ruimte).;Move to Calendar…;Naar agenda...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Naar agenda...;
Streef naar ± 13 tekens (UI-ruimte).;Move to today;Naar vandaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Naar vandaag;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 15 tekens (UI-ruimte).;To today %@;Naar vandaag %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Naar vandaag %@;
Streef naar ± 4 tekens (UI-ruimte).;None;Geen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Niet;
Streef naar ± 5 tekens (UI-ruimte).;New;Nieuw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuw;
Streef naar ± 17 tekens (UI-ruimte).;New calendar item;Nieuw agenda-item;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuw agenda-item;
Streef naar ± 10 tekens (UI-ruimte).;New item;Nieuw item;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuw item;
Streef naar ± 16 tekens (UI-ruimte).;New Category;Nieuwe categorie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuwe categorie;
Streef naar ± 25 tekens (UI-ruimte).;Enter new category;Nieuwe categorie invoeren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuwe categorie invoeren;
Streef naar ± 12 tekens (UI-ruimte).;New date;Nieuwe datum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuwe datum;
Streef naar ± 12 tekens (UI-ruimte).;New Group;Nieuwe groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuwe groep;
Streef naar ± 16 tekens (UI-ruimte).;New Recurrence;Nieuwe herhaling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuwe herhaling;
Streef naar ± 11 tekens (UI-ruimte).;New Task;Nieuwe taak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuwe taak;
Streef naar ± 20 tekens (UI-ruimte).;Enter New Task;Nieuwe taak invoeren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuwe taak invoeren;
Streef naar ± 12 tekens (UI-ruimte).;New To-do;Nieuwe to-do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nieuwe to-do;
Streef naar ± 20 tekens (UI-ruimte).;Nothing finished yet;Nog niets afgerond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nog niets afgerond;
Behoud speciale tekens: ’. Streef naar ± 62 tekens (UI-ruimte).;You’ll find more useful settings in the menu at the top right.;In het menu rechtsboven vind je nog meer handige instellingen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nog veel meer handige instellingen vind je achter het menu rechtsbovenin.;
Streef naar ± 5 tekens (UI-ruimte).;Never;Nooit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nooit;
Streef naar ± 7 tekens (UI-ruimte).;Note;Notitie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Notitie;
Streef naar ± 8 tekens (UI-ruimte).;Notes;Notities;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Notities;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 18 tekens (UI-ruimte).;Now %lld years old;Nu %lld jaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Nu %lld jaar;
Streef naar ± 2 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;OK;OK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;OK;
Streef naar ± 26 tekens (UI-ruimte).;Or enter a place yourself;Of stel zelf een plaats in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Of stel zelf een plaats in;
Streef naar ± 7 tekens (UI-ruimte).;Move up;Omhoog;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Omhoog;
